bcr_sample_barcode	bcr_aliquot_barcode	amount	bcr_aliquot_uuid	biospecimen_barcode_bottom	center_id	concentration	date_of_shipment	plate_column	plate_id	plate_row	source_center
TCGA-CN-4723-01A	TCGA-CN-4723-01A-01D-1431-02	13.30	63f7ed75-37d2-42a7-a5ca-b1d3a1a9c5c0	0103953109	02	0.15	2010-11-30	2	1431	E	22
TCGA-CN-4723-01A	TCGA-CN-4723-01A-01D-1432-01	6.67	ba6b07f9-4402-4570-bfaf-1261776362b5	0103952917	01	0.15	2010-11-30	2	1432	E	22
TCGA-CN-4723-01A	TCGA-CN-4723-01A-01D-1433-05	26.70	f47417ff-a05c-41cc-996f-0bb926eb79cb	0103952821	05	0.15	2010-11-30	2	1433	E	22
TCGA-CN-4723-01A	TCGA-CN-4723-01A-01D-1434-08	40.00	d5d71c48-1a2d-4d7d-8f2c-e3a68352776b	0103951573	08	0.05	2010-11-30	2	1434	E	22
TCGA-CN-4723-01A	TCGA-CN-4723-01A-01R-1435-13	20.00	c97712a9-21ff-4da6-85dd-63c3db9d9252	0103952969	13	0.15	2010-11-30	3	1435	H	22
TCGA-CN-4723-01A	TCGA-CN-4723-01A-01R-1436-07	26.70	5e60f055-5a61-46f8-b90b-809541f57682	0103952681	07	0.15	2010-11-30	3	1436	H	22
TCGA-CN-4723-01A	TCGA-CN-4723-01A-01W-1487-08	80.00	e1c9507f-9a67-45b7-8c5d-86f698a8589d	1049952185	08	0.50	2011-01-03	2	1487	B	22
TCGA-CN-4723-10A	TCGA-CN-4723-10A-01D-1431-02	13.30	100a46e1-8353-4c7b-80f4-ca5bc23707f9	0103953117	02	0.14	2010-11-30	7	1431	D	22
TCGA-CN-4723-10A	TCGA-CN-4723-10A-01D-1432-01	6.67	80c45dab-9f33-4c71-9ede-2480c78a8465	0103952925	01	0.14	2010-11-30	7	1432	D	22
TCGA-CN-4723-10A	TCGA-CN-4723-10A-01D-1434-08	40.00	6dbae798-f66d-4d95-9262-7408cf83ab15	0103951581	08	0.05	2010-11-30	7	1434	D	22
TCGA-CN-4723-10A	TCGA-CN-4723-10A-01W-1487-08	80.00	4264c302-a80c-45cd-92dc-e04895d81737	1049952169	08	0.50	2011-01-03	7	1487	A	22
TCGA-CN-4725-01A	TCGA-CN-4725-01A-01D-1431-02	13.30	c8b71532-685f-47ac-b019-b898a8d1670d	0103953088	02	0.17	2010-11-30	2	1431	F	22
TCGA-CN-4725-01A	TCGA-CN-4725-01A-01D-1432-01	6.67	42d65790-8396-4721-a9e6-b3477c3bb964	0103952896	01	0.17	2010-11-30	2	1432	F	22
TCGA-CN-4725-01A	TCGA-CN-4725-01A-01D-1433-05	26.70	7959d3cb-ac8f-4966-8dee-6f8b0585cd13	0103952800	05	0.17	2010-11-30	2	1433	F	22
TCGA-CN-4725-01A	TCGA-CN-4725-01A-01D-1434-08	40.00	57ffef9d-193b-48f6-8d5b-3c2eca854d93	0103951552	08	0.05	2010-11-30	2	1434	F	22
TCGA-CN-4725-01A	TCGA-CN-4725-01A-01R-1435-13	20.00	84eb1f1b-ec7e-422e-ae18-4437106c4193	0103953059	13	0.14	2010-11-30	4	1435	A	22
TCGA-CN-4725-01A	TCGA-CN-4725-01A-01R-1436-07	26.70	3fc182e5-9c82-4c86-bcbe-f83b25c12259	0103952771	07	0.14	2010-11-30	4	1436	A	22
TCGA-CN-4725-01A	TCGA-CN-4725-01A-01W-1487-08	80.00	92f95f62-8cda-4cec-80d4-8eee5737a5b3	1049952188	08	0.50	2011-01-03	2	1487	C	22
TCGA-CN-4725-10A	TCGA-CN-4725-10A-01D-1431-02	13.30	ccef4fe6-7fab-4f31-914d-44f1d42aae7d	0103953104	02	0.14	2010-11-30	7	1431	E	22
TCGA-CN-4725-10A	TCGA-CN-4725-10A-01D-1432-01	6.67	e5ba4776-bc9f-4270-89ed-26f47092566d	0103952912	01	0.14	2010-11-30	7	1432	E	22
TCGA-CN-4725-10A	TCGA-CN-4725-10A-01D-1434-08	40.00	8a585a96-f23e-4afb-b08e-2b60962fd3bd	0103951568	08	0.05	2010-11-30	7	1434	E	22
TCGA-CN-4725-10A	TCGA-CN-4725-10A-01W-1487-08	80.00	2d28782b-d9ee-4917-97d1-903cf41738d8	1049952180	08	0.50	2011-01-03	7	1487	B	22
TCGA-CN-4726-01A	TCGA-CN-4726-01A-01D-1431-02	13.30	2592c68b-ec5f-4457-807f-37cbc8ac07b6	0103953085	02	0.13	2010-11-30	2	1431	G	22
TCGA-CN-4726-01A	TCGA-CN-4726-01A-01D-1432-01	6.67	ac046d7c-465b-49cd-89de-bccdb347bec3	0103952893	01	0.13	2010-11-30	2	1432	G	22
TCGA-CN-4726-01A	TCGA-CN-4726-01A-01D-1433-05	26.70	0bdd7ffe-3d71-4027-b21e-3bdda872d0bc	0103952797	05	0.13	2010-11-30	2	1433	G	22
TCGA-CN-4726-01A	TCGA-CN-4726-01A-01D-1434-08	40.00	2201e681-a727-4fd2-adec-cbcb543b2232	0103951549	08	0.05	2010-11-30	2	1434	G	22
TCGA-CN-4726-01A	TCGA-CN-4726-01A-01R-1435-13	20.00	1705e510-bad6-4be9-85e6-c5d2876eb7c1	0103953042	13	0.14	2010-11-30	4	1435	B	22
TCGA-CN-4726-01A	TCGA-CN-4726-01A-01R-1436-07	26.70	36d4159e-b705-4672-8508-629d26b44cf4	0103952754	07	0.14	2010-11-30	4	1436	B	22
TCGA-CN-4726-01A	TCGA-CN-4726-01A-01W-1487-08	80.00	2c4ece0c-bb56-428b-b3e9-d2aaf2910cbc	1049952209	08	0.50	2011-01-03	2	1487	D	22
TCGA-CN-4726-10A	TCGA-CN-4726-10A-01D-1431-02	13.30	026b82d9-3866-4de3-9fea-154c9a3d8fe8	0103953093	02	0.15	2010-11-30	7	1431	F	22
TCGA-CN-4726-10A	TCGA-CN-4726-10A-01D-1432-01	6.67	6bdc80d3-f932-4a9a-921e-0fb69f5c2aaf	0103952901	01	0.15	2010-11-30	7	1432	F	22
TCGA-CN-4726-10A	TCGA-CN-4726-10A-01D-1434-08	40.00	8aec558c-7b7e-47dd-b84f-db6dabacbd12	0103951557	08	0.05	2010-11-30	7	1434	F	22
TCGA-CN-4726-10A	TCGA-CN-4726-10A-01W-1487-08	80.00	57b954f3-1654-44d2-8d7d-71fbd843fca4	1049952193	08	0.50	2011-01-03	7	1487	C	22
TCGA-CN-4727-01A	TCGA-CN-4727-01A-01D-1431-02	13.30	e42c764c-98db-4e55-a625-b1443e6c4b3a	0103953064	02	0.14	2010-11-30	2	1431	H	22
TCGA-CN-4727-01A	TCGA-CN-4727-01A-01D-1432-01	6.67	8bba5aba-62b5-45a4-98fa-6e47db10a5fa	0103952872	01	0.14	2010-11-30	2	1432	H	22
TCGA-CN-4727-01A	TCGA-CN-4727-01A-01D-1433-05	26.70	536bb304-ea81-4219-a9b6-fa992584681a	0103952776	05	0.14	2010-11-30	2	1433	H	22
TCGA-CN-4727-01A	TCGA-CN-4727-01A-01D-1434-08	40.00	b24fc60a-fe83-4743-a6d3-d90b807412e1	0103951528	08	0.05	2010-11-30	2	1434	H	22
TCGA-CN-4727-01A	TCGA-CN-4727-01A-01R-1435-13	20.00	36b3b223-4dad-4dd7-a6c5-fac8e5d909f1	0103953035	13	0.15	2010-11-30	4	1435	C	22
TCGA-CN-4727-01A	TCGA-CN-4727-01A-01R-1436-07	26.70	f07ceff2-58b8-413f-bc8c-0ce325c03441	0103952747	07	0.15	2010-11-30	4	1436	C	22
TCGA-CN-4727-01A	TCGA-CN-4727-01A-01W-1487-08	80.00	47f679ff-0aac-49f0-ad0b-d3b64bb08ffe	1049952211	08	0.50	2011-01-03	2	1487	E	22
TCGA-CN-4727-10A	TCGA-CN-4727-10A-01D-1431-02	13.30	28cf8227-ede2-470c-81c1-a11462070e9a	0103953080	02	0.15	2010-11-30	7	1431	G	22
TCGA-CN-4727-10A	TCGA-CN-4727-10A-01D-1432-01	6.67	77470620-3cc3-4f23-a666-156e9cd1c81e	0103952888	01	0.15	2010-11-30	7	1432	G	22
TCGA-CN-4727-10A	TCGA-CN-4727-10A-01D-1434-08	40.00	53489efb-ec71-4932-9980-aaacd8347b17	0103951544	08	0.05	2010-11-30	7	1434	G	22
TCGA-CN-4727-10A	TCGA-CN-4727-10A-01W-1487-08	80.00	c70816a6-12ff-4dea-81e0-70954b7c5de2	1049952204	08	0.50	2011-01-03	7	1487	D	22
TCGA-CN-4728-01A	TCGA-CN-4728-01A-01D-1431-02	13.30	6b97e62d-625e-4d6c-bc92-662aa6f3a187	0103953156	02	0.15	2010-11-30	3	1431	A	22
TCGA-CN-4728-01A	TCGA-CN-4728-01A-01D-1432-01	6.67	cf4bc538-4b72-4097-ad2e-196cdd355250	0103952964	01	0.15	2010-11-30	3	1432	A	22
TCGA-CN-4728-01A	TCGA-CN-4728-01A-01D-1433-05	26.70	3076671e-fb8f-48ed-bdb1-f1c16c0edde1	0103952868	05	0.15	2010-11-30	3	1433	A	22
TCGA-CN-4728-01A	TCGA-CN-4728-01A-01D-1434-08	40.00	e450fec8-66dd-4798-8197-4206b8ba7c4d	0103951620	08	0.05	2010-11-30	3	1434	A	22
TCGA-CN-4728-01A	TCGA-CN-4728-01A-01R-1435-13	20.00	886df942-6a6e-4434-9556-85d4a53700e6	0103953018	13	0.15	2010-11-30	4	1435	D	22
TCGA-CN-4728-01A	TCGA-CN-4728-01A-01R-1436-07	26.70	cfa9a68d-1a69-461b-b5dc-102e37c30f8b	0103952730	07	0.15	2010-11-30	4	1436	D	22
TCGA-CN-4728-01A	TCGA-CN-4728-01A-01W-1487-08	80.00	328befbe-effd-4d44-8f0e-d681d9c9c749	1049952232	08	0.50	2011-01-03	2	1487	F	22
TCGA-CN-4728-10A	TCGA-CN-4728-10A-01D-1431-02	13.30	0fc72c73-8def-4113-bcb6-687e158b6983	0103953069	02	0.14	2010-11-30	7	1431	H	22
TCGA-CN-4728-10A	TCGA-CN-4728-10A-01D-1432-01	6.67	89ac7b19-9b88-46a1-863a-79c66c2bc63b	0103952877	01	0.14	2010-11-30	7	1432	H	22
TCGA-CN-4728-10A	TCGA-CN-4728-10A-01D-1434-08	40.00	4b1d7980-d6aa-4c96-b019-228d9243d7be	0103951533	08	0.05	2010-11-30	7	1434	H	22
TCGA-CN-4728-10A	TCGA-CN-4728-10A-01W-1487-08	80.00	295ea4e5-1c7d-45c3-84eb-73ee1669d06c	1049952217	08	0.50	2011-01-03	7	1487	E	22
TCGA-CN-4729-01A	TCGA-CN-4729-01A-01D-1431-02	13.30	a49670c2-95a6-4deb-bfc5-59b0ff37389e	0103953137	02	0.15	2010-11-30	3	1431	B	22
TCGA-CN-4729-01A	TCGA-CN-4729-01A-01D-1432-01	6.67	3058fba3-ac39-4c46-98ef-fb581a3fd71a	0103952945	01	0.15	2010-11-30	3	1432	B	22
TCGA-CN-4729-01A	TCGA-CN-4729-01A-01D-1433-05	26.70	66e45d11-ac69-47b0-99ed-2175f919a1bb	0103952849	05	0.15	2010-11-30	3	1433	B	22
TCGA-CN-4729-01A	TCGA-CN-4729-01A-01D-1434-08	40.00	7240e742-9315-4fb8-b6f7-28bfe69410a8	0103951601	08	0.05	2010-11-30	3	1434	B	22
TCGA-CN-4729-01A	TCGA-CN-4729-01A-01R-1435-13	20.00	9d93845c-f418-46d4-921e-579804bad6cf	0103953011	13	0.15	2010-11-30	4	1435	E	22
TCGA-CN-4729-01A	TCGA-CN-4729-01A-01R-1436-07	26.70	c45dac60-e113-41e7-84a0-b76b627fb61d	0103952723	07	0.15	2010-11-30	4	1436	E	22
TCGA-CN-4729-01A	TCGA-CN-4729-01A-01W-1487-08	80.00	0d581ed6-ac3c-4c02-b570-3c3b4296b871	1049952235	08	0.50	2011-01-03	2	1487	G	22
TCGA-CN-4729-10A	TCGA-CN-4729-10A-01D-1431-02	13.30	21e11b04-9295-48de-a5c2-2796a44698ee	0103953151	02	0.14	2010-11-30	8	1431	A	22
TCGA-CN-4729-10A	TCGA-CN-4729-10A-01D-1432-01	6.67	a785d885-4033-4d20-8eb1-f2a612b557eb	0103952959	01	0.14	2010-11-30	8	1432	A	22
TCGA-CN-4729-10A	TCGA-CN-4729-10A-01D-1434-08	40.00	de75d4f6-43b1-473c-9bf3-10a178cc9aa7	0103951615	08	0.05	2010-11-30	8	1434	A	22
TCGA-CN-4729-10A	TCGA-CN-4729-10A-01W-1487-08	80.00	4e850b12-3ed8-482e-9383-93f7e042db80	1049952227	08	0.50	2011-01-03	7	1487	F	22
TCGA-CN-4730-01A	TCGA-CN-4730-01A-01D-1431-02	13.30	094c2014-aba2-4c11-b076-27ea61c7a48e	0103953132	02	0.14	2010-11-30	3	1431	C	22
TCGA-CN-4730-01A	TCGA-CN-4730-01A-01D-1432-01	6.67	2d5da269-cda4-4f0c-9a78-d5035a549b10	0103952940	01	0.14	2010-11-30	3	1432	C	22
TCGA-CN-4730-01A	TCGA-CN-4730-01A-01D-1433-05	26.70	ca87e859-0534-4828-b78d-4c120bdedaa3	0103952844	05	0.14	2010-11-30	3	1433	C	22
TCGA-CN-4730-01A	TCGA-CN-4730-01A-01D-1434-08	40.00	543bbfe3-4a11-49af-b445-303f0912bfc3	0103951596	08	0.05	2010-11-30	3	1434	C	22
TCGA-CN-4730-01A	TCGA-CN-4730-01A-01R-1435-13	20.00	1b08d3c1-3236-4031-97e4-74798d9e5f50	0103952994	13	0.17	2010-11-30	4	1435	F	22
TCGA-CN-4730-01A	TCGA-CN-4730-01A-01R-1436-07	26.70	7ce08d65-9113-4f4f-b0b3-c1237f093969	0103952706	07	0.17	2010-11-30	4	1436	F	22
TCGA-CN-4730-01A	TCGA-CN-4730-01A-01W-1487-08	80.00	826e0f72-a659-4ec9-82db-95715feda97e	1049952165	08	0.50	2011-01-03	3	1487	A	22
TCGA-CN-4730-10A	TCGA-CN-4730-10A-01D-1431-02	13.30	d7dbcd9b-1af6-41ae-8c6f-420e6041e346	0103953142	02	0.16	2010-11-30	8	1431	B	22
TCGA-CN-4730-10A	TCGA-CN-4730-10A-01D-1432-01	6.67	9c449745-2fb7-4ace-8d5c-4067e6b8a8b2	0103952950	01	0.16	2010-11-30	8	1432	B	22
TCGA-CN-4730-10A	TCGA-CN-4730-10A-01D-1434-08	40.00	293094ab-5bd2-49ba-b9cc-04bb1b9f2709	0103951606	08	0.05	2010-11-30	8	1434	B	22
TCGA-CN-4730-10A	TCGA-CN-4730-10A-01W-1487-08	80.00	542725a8-9a03-4331-b660-e02562880a5e	1049952240	08	0.50	2011-01-03	7	1487	G	22
TCGA-CN-4731-01A	TCGA-CN-4731-01A-01D-1431-02	13.30	981d992b-b92f-4e42-aa43-fc48068648a8	0103953113	02	0.14	2010-11-30	3	1431	D	22
TCGA-CN-4731-01A	TCGA-CN-4731-01A-01D-1432-01	6.67	4f1ad613-628a-49e2-8d86-523fd0a36023	0103952921	01	0.14	2010-11-30	3	1432	D	22
TCGA-CN-4731-01A	TCGA-CN-4731-01A-01D-1433-05	26.70	1ebb9794-412f-428b-b73c-026c4e0bf100	0103952825	05	0.14	2010-11-30	3	1433	D	22
TCGA-CN-4731-01A	TCGA-CN-4731-01A-01D-1434-08	40.00	31ffd2d8-ee97-4002-9737-08c044878ace	0103951577	08	0.05	2010-11-30	3	1434	D	22
TCGA-CN-4731-01A	TCGA-CN-4731-01A-01R-1435-13	20.00	0bf549fd-17bf-4f52-a6c3-442b7848f46d	0103952987	13	0.15	2010-11-30	4	1435	G	22
TCGA-CN-4731-01A	TCGA-CN-4731-01A-01R-1436-07	26.70	87d0840b-ae2b-47dd-a90e-444240b3ccdd	0103952699	07	0.15	2010-11-30	4	1436	G	22
TCGA-CN-4731-01A	TCGA-CN-4731-01A-01W-1487-08	80.00	bc428aa4-ae5f-4794-a935-1256c266b01c	1049952184	08	0.50	2011-01-03	3	1487	B	22
TCGA-CN-4731-10A	TCGA-CN-4731-10A-01D-1431-02	13.30	c54fb259-8bcf-495a-b96b-40266cad460f	0103953127	02	0.15	2010-11-30	8	1431	C	22
TCGA-CN-4731-10A	TCGA-CN-4731-10A-01D-1432-01	6.67	50a4e31d-c9f9-42e3-a356-11e2c30e128e	0103952935	01	0.15	2010-11-30	8	1432	C	22
TCGA-CN-4731-10A	TCGA-CN-4731-10A-01D-1434-08	40.00	ebb2ea32-6180-4d55-9dbf-740affddc084	0103951591	08	0.05	2010-11-30	8	1434	C	22
TCGA-CN-4731-10A	TCGA-CN-4731-10A-01W-1487-08	80.00	c1c1b6f5-d48c-4b32-9220-2d9cbdc904ed	1049952170	08	0.50	2011-01-03	8	1487	A	22
TCGA-CN-4733-01A	TCGA-CN-4733-01A-02D-1868-02	10.00	1cb41c9b-fb04-438d-a9fb-89d6186e0d37	1053935977	02	0.14	2011-07-06	1	1868	H	22
TCGA-CN-4733-01A	TCGA-CN-4733-01A-02D-1869-01	6.67	63d1bc2f-c070-4f9e-aa4b-10aaf00f9331	1053937324	01	0.14	2011-07-06	1	1869	H	22
TCGA-CN-4733-01A	TCGA-CN-4733-01A-02D-1870-08	60.00	12880a34-83d1-4075-b62a-9fc61d18ca09	1053937035	08	0.05	2011-07-06	1	1870	H	22
TCGA-CN-4733-01A	TCGA-CN-4733-01A-02D-1871-05	13.30	122ff2a4-6caa-427d-b237-32285f7f0874	1053937131	05	0.14	2011-07-06	1	1871	H	22
TCGA-CN-4733-01A	TCGA-CN-4733-01A-02R-1872-13	20.00	97b3fb45-c97b-44ce-a606-5d3edd3f6830	1053937227	13	0.14	2011-07-06	1	1872	H	22
TCGA-CN-4733-01A	TCGA-CN-4733-01A-02R-1873-07	13.30	1388fe15-dd1f-4a67-b545-7846d2d4c872	1053937516	07	0.14	2011-07-06	1	1873	H	22
TCGA-CN-4733-01A	TCGA-CN-4733-01A-02W-1907-08	80.00	4a9ced1c-07fd-4ae9-8639-bdf6fd40c0c5	1053966270	08	0.50	2011-07-25	2	1907	B	22
TCGA-CN-4733-10A	TCGA-CN-4733-10A-01D-1868-02	10.00	c4e4d614-b608-435a-b715-f2115d20ab3a	1053935887	02	0.16	2011-07-06	6	1868	A	22
TCGA-CN-4733-10A	TCGA-CN-4733-10A-01D-1869-01	6.67	6fbd1e12-439e-4569-af6b-ffdb31e39f13	1053937233	01	0.16	2011-07-06	6	1869	A	22
TCGA-CN-4733-10A	TCGA-CN-4733-10A-01D-1870-08	60.00	7e2313fe-649e-42fd-8899-c002e6112c3f	1053936945	08	0.05	2011-07-06	6	1870	A	22
TCGA-CN-4733-10A	TCGA-CN-4733-10A-01W-1907-08	80.00	59fbccff-f647-4cba-9532-ccaab011eefc	1053966325	08	0.50	2011-07-25	6	1907	G	22
TCGA-CN-4734-01A	TCGA-CN-4734-01A-01D-1431-02	13.30	ea9125c8-3f3b-47ce-ad79-802692b1fb4a	0103953108	02	0.15	2010-11-30	3	1431	E	22
TCGA-CN-4734-01A	TCGA-CN-4734-01A-01D-1432-01	6.67	55a8df30-8fa0-4cfb-a5af-bdeb9b814e33	0103952916	01	0.15	2010-11-30	3	1432	E	22
TCGA-CN-4734-01A	TCGA-CN-4734-01A-01D-1433-05	26.70	d23e8e8d-a821-4b6a-88dc-e428f4f4f5e4	0103952820	05	0.15	2010-11-30	3	1433	E	22
TCGA-CN-4734-01A	TCGA-CN-4734-01A-01D-1434-08	40.00	fd54bbfa-62a2-4d8b-88fb-b74b91e1b958	0103951572	08	0.05	2010-11-30	3	1434	E	22
TCGA-CN-4734-01A	TCGA-CN-4734-01A-01R-1435-13	20.00	1ede034d-15c3-4c5c-a74a-21f2c6c4aa7a	0103952970	13	0.15	2010-11-30	4	1435	H	22
TCGA-CN-4734-01A	TCGA-CN-4734-01A-01R-1436-07	26.70	d6e0939f-256c-463c-a966-6fed4ba99fcc	0103952682	07	0.15	2010-11-30	4	1436	H	22
TCGA-CN-4734-01A	TCGA-CN-4734-01A-01W-1487-08	80.00	07e54654-34d6-4d4f-ab99-6e5aa237da7d	1049952189	08	0.50	2011-01-03	3	1487	C	22
TCGA-CN-4734-10A	TCGA-CN-4734-10A-01D-1431-02	13.30	67c9a43f-0254-47c0-9ae7-b3328d75cbfa	0103953118	02	0.15	2010-11-30	8	1431	D	22
TCGA-CN-4734-10A	TCGA-CN-4734-10A-01D-1432-01	6.67	b898a307-7879-4766-894f-15b419fdcb63	0103952926	01	0.15	2010-11-30	8	1432	D	22
TCGA-CN-4734-10A	TCGA-CN-4734-10A-01D-1434-08	40.00	0a364971-3490-42ca-bd60-a031d081612d	0103951582	08	0.05	2010-11-30	8	1434	D	22
TCGA-CN-4734-10A	TCGA-CN-4734-10A-01W-1487-08	80.00	94142928-4cf6-42db-941b-d329f7346092	1049952179	08	0.50	2011-01-03	8	1487	B	22
TCGA-CN-4735-01A	TCGA-CN-4735-01A-01D-1431-02	13.30	f759672a-62ca-49dc-bc4f-643e8a885787	0103953089	02	0.13	2010-11-30	3	1431	F	22
TCGA-CN-4735-01A	TCGA-CN-4735-01A-01D-1432-01	6.67	4a9967bf-444c-4573-a082-121a30be7f3b	0103952897	01	0.13	2010-11-30	3	1432	F	22
TCGA-CN-4735-01A	TCGA-CN-4735-01A-01D-1433-05	26.70	dd96b0d2-7a38-49f2-89c4-52a2f8179e42	0103952801	05	0.13	2010-11-30	3	1433	F	22
TCGA-CN-4735-01A	TCGA-CN-4735-01A-01D-1434-08	40.00	369ebdf4-ee27-414d-978d-3698711fae98	0103951553	08	0.05	2010-11-30	3	1434	F	22
TCGA-CN-4735-01A	TCGA-CN-4735-01A-01R-1435-13	20.00	4b6ffcae-b347-4ef3-8e66-e1e1bec7f8d7	0103953058	13	0.15	2010-11-30	5	1435	A	22
TCGA-CN-4735-01A	TCGA-CN-4735-01A-01R-1436-07	26.70	c2d5b92d-ab43-4678-9686-b92ff77ceed7	0103952770	07	0.15	2010-11-30	5	1436	A	22
TCGA-CN-4735-01A	TCGA-CN-4735-01A-01W-1487-08	80.00	12c61400-696a-43a0-9938-e2e7590a7e4a	1049952208	08	0.50	2011-01-03	3	1487	D	22
TCGA-CN-4735-01A	TCGA-CN-4735-01A-01W-A315-08	10.00	DE339B1C-33CF-4903-970C-B315B27C5EC9	0153878558	08	0.50	2013-07-15	2	A315	C	23
TCGA-CN-4735-10A	TCGA-CN-4735-10A-01D-1431-02	13.30	9e74974b-ee15-4452-801b-770b4d7f9fd3	0103953103	02	0.16	2010-11-30	8	1431	E	22
TCGA-CN-4735-10A	TCGA-CN-4735-10A-01D-1432-01	6.67	54ffdf0b-5b42-4c77-b35f-19a438d38ca7	0103952911	01	0.16	2010-11-30	8	1432	E	22
TCGA-CN-4735-10A	TCGA-CN-4735-10A-01D-1434-08	40.00	e30d9a49-8c83-4451-93ac-fd99ae71b265	0103951567	08	0.05	2010-11-30	8	1434	E	22
TCGA-CN-4735-10A	TCGA-CN-4735-10A-01W-1487-08	80.00	dbf52d4e-0677-4bb3-8dd9-85c9684c891c	1049952194	08	0.50	2011-01-03	8	1487	C	22
TCGA-CN-4735-10A	TCGA-CN-4735-10A-01W-A315-08	10.00	8452BD63-667B-42F4-BB3F-2817A46BBB8F	0153878577	08	0.50	2013-07-15	2	A315	D	23
TCGA-CN-4736-01A	TCGA-CN-4736-01A-01D-1431-02	13.30	8141905f-de66-4db2-a9f9-5819c953a465	0103953084	02	0.15	2010-11-30	3	1431	G	22
TCGA-CN-4736-01A	TCGA-CN-4736-01A-01D-1432-01	6.67	41065245-b1f0-487a-a8c7-8e1d2d846d3c	0103952892	01	0.15	2010-11-30	3	1432	G	22
TCGA-CN-4736-01A	TCGA-CN-4736-01A-01D-1433-05	26.70	167e1a71-8e73-4f7a-819b-dc30888e9257	0103952796	05	0.15	2010-11-30	3	1433	G	22
TCGA-CN-4736-01A	TCGA-CN-4736-01A-01D-1434-08	40.00	788337f5-722c-45d6-8ca4-8037c489cb64	0103951548	08	0.05	2010-11-30	3	1434	G	22
TCGA-CN-4736-01A	TCGA-CN-4736-01A-01R-1435-13	20.00	cae4679e-066b-407f-a7a6-8696adc7b18b	0103953043	13	0.13	2010-11-30	5	1435	B	22
TCGA-CN-4736-01A	TCGA-CN-4736-01A-01R-1436-07	26.70	36cad8f0-3f42-4299-bcdc-5c4b6f6379e4	0103952755	07	0.13	2010-11-30	5	1436	B	22
TCGA-CN-4736-01A	TCGA-CN-4736-01A-01W-1487-08	80.00	bb0c3c88-08cc-416a-ba51-7b957d8dd31f	1049952213	08	0.50	2011-01-03	3	1487	E	22
TCGA-CN-4736-10A	TCGA-CN-4736-10A-01D-1431-02	13.30	10d1a9fe-cb75-426b-9d1d-55f21cd1a5f1	0103953094	02	0.14	2010-11-30	8	1431	F	22
TCGA-CN-4736-10A	TCGA-CN-4736-10A-01D-1432-01	6.67	a6ded7a9-c99c-4e62-9033-6b86eb1c5cb3	0103952902	01	0.14	2010-11-30	8	1432	F	22
TCGA-CN-4736-10A	TCGA-CN-4736-10A-01D-1434-08	40.00	1723fc6d-c346-4dba-a04c-4dad42afee1e	0103951558	08	0.05	2010-11-30	8	1434	F	22
TCGA-CN-4736-10A	TCGA-CN-4736-10A-01W-1487-08	80.00	6947e19d-b00d-4073-8cf0-de27e742ed03	1049952203	08	0.50	2011-01-03	8	1487	D	22
TCGA-CN-4737-01A	TCGA-CN-4737-01A-01D-1431-02	13.30	43003723-9c58-4b5e-8f47-56b4bda476a0	0103953065	02	0.15	2010-11-30	3	1431	H	22
TCGA-CN-4737-01A	TCGA-CN-4737-01A-01D-1432-01	6.67	14070ee0-23b6-481a-8c6d-c19524a854dc	0103952873	01	0.15	2010-11-30	3	1432	H	22
TCGA-CN-4737-01A	TCGA-CN-4737-01A-01D-1433-05	26.70	f6bbc878-e155-43b1-8ad2-0b885f0f65a2	0103952777	05	0.15	2010-11-30	3	1433	H	22
TCGA-CN-4737-01A	TCGA-CN-4737-01A-01D-1434-08	40.00	4c6857bb-f20f-4ac9-9c2c-cb83c5387a74	0103951529	08	0.05	2010-11-30	3	1434	H	22
TCGA-CN-4737-01A	TCGA-CN-4737-01A-01D-2266-10	60.00	878a7fe7-20ff-4651-9587-b4d6fd42e929	0128285315	10	0.05	2012-04-30	1	2266	C	22
TCGA-CN-4737-01A	TCGA-CN-4737-01A-01R-1435-13	20.00	8b65985d-608c-4e92-a738-ee7beeb92843	0103953034	13	0.14	2010-11-30	5	1435	C	22
TCGA-CN-4737-01A	TCGA-CN-4737-01A-01R-1436-07	26.70	60b90158-db95-4021-9294-d2e92126d713	0103952746	07	0.14	2010-11-30	5	1436	C	22
TCGA-CN-4737-01A	TCGA-CN-4737-01A-01W-1487-08	80.00	49c4affe-fb43-4823-a65b-dd7972948a74	1049952231	08	0.50	2011-01-03	3	1487	F	22
TCGA-CN-4737-10A	TCGA-CN-4737-10A-01D-1431-02	13.30	76742cf6-8394-4b19-a4a8-59c305f21dc4	0103953079	02	0.16	2010-11-30	8	1431	G	22
TCGA-CN-4737-10A	TCGA-CN-4737-10A-01D-1432-01	6.67	0ef05227-258a-4faa-9597-da3eb6bcf71b	0103952887	01	0.16	2010-11-30	8	1432	G	22
TCGA-CN-4737-10A	TCGA-CN-4737-10A-01D-1434-08	40.00	5afbe444-612c-47f3-bec3-96ceabdf9d1c	0103951543	08	0.05	2010-11-30	8	1434	G	22
TCGA-CN-4737-10A	TCGA-CN-4737-10A-01D-2266-10	60.00	97060c75-ad9a-4c28-926a-15354f608ff9	0128285293	10	0.05	2012-04-30	2	2266	B	22
TCGA-CN-4737-10A	TCGA-CN-4737-10A-01W-1487-08	80.00	ce8856ae-a429-4a6b-b8ce-bb745f6ade29	1049952218	08	0.50	2011-01-03	8	1487	E	22
