,n_patients,tumor_t1t2,event_free_survival,gender,rate,survival
KIAA1109,20,1.0,0.9212486692311429,1.0,0.057842681567461328,0.89953174073446962
TLN2,13,1.0,0.9212486692311429,1.0,0.059007375380335701,0.89953174073446962
DNAH7,26,1.0,0.9212486692311429,1.0,0.072147584984449661,0.89953174073446962
CUX1,11,1.0,0.9212486692311429,1.0,0.073307363390361979,0.89953174073446962
MYH6,12,1.0,0.9212486692311429,1.0,0.077284109605424894,0.89953174073446962
COL11A2,13,1.0,0.9212486692311429,1.0,0.088386241942370034,0.89953174073446962
NRK,17,1.0,0.9212486692311429,1.0,0.088386241942370034,0.89953174073446962
KIF2B,14,1.0,0.9212486692311429,1.0,0.092143374414044202,0.89953174073446962
NOS1,11,1.0,0.9212486692311429,1.0,0.093249279719223685,0.89953174073446962
CNTN6,9,1.0,0.9212486692311429,1.0,0.093399164367049869,0.89953174073446962
SRCAP,12,1.0,0.9212486692311429,1.0,0.11482150235908244,0.89953174073446962
OR2L13,9,1.0,0.9212486692311429,1.0,0.12390155318196544,0.89953174073446962
RALGAPA2,12,1.0,0.9212486692311429,1.0,0.13945152073562556,0.89953174073446962
ALPK2,18,1.0,0.9212486692311429,1.0,0.14151087713062288,0.89953174073446962
ESRRG,12,1.0,0.9212486692311429,1.0,0.17408279566323551,0.89953174073446962
CREBBP,15,1.0,0.9212486692311429,1.0,0.37571229738324996,0.89953174073446962
NCOA2,12,1.0,0.9212486692311429,1.0,0.91132332875839328,0.89953174073446962
LRP2,33,1.0,0.9212486692311429,1.0,0.010107846037390299,0.90025417655498607
ERBB4,12,1.0,0.9212486692311429,1.0,0.015262654803602456,0.90025417655498607
LEPR,15,1.0,0.9212486692311429,1.0,0.1994783131867047,0.90025417655498607
GFRAL,11,1.0,0.9212486692311429,1.0,0.0055859169848652013,0.90854186511171131
DCAF12L1,10,1.0,0.9212486692311429,1.0,0.13575430254660878,0.90854186511171131
PCDH11X,26,1.0,0.9212486692311429,1.0,0.086117337773703798,0.91024978237823673
OR9G9,11,1.0,0.9212486692311429,1.0,0.010398863271653281,0.91421028927698189
C9orf79,13,1.0,0.9212486692311429,1.0,0.21985381112842295,0.91421028927698189
MED12L,13,1.0,0.9212486692311429,1.0,0.039118199251553708,0.92315584640137682
OR11L1,11,1.0,0.9212486692311429,1.0,0.040905250844518362,0.92315584640137682
TRIM58,14,1.0,0.9212486692311429,1.0,0.01080479865347321,0.92330960072584589
RYR2,70,1.0,0.9212486692311429,1.0,0.0021281324091500676,0.92637595752191348
PXDNL,25,1.0,0.9212486692311429,1.0,0.012555072899163289,0.93005010954233136
MYH2,27,1.0,0.9212486692311429,1.0,0.02857608193344879,0.93005010954233136
C6,17,1.0,0.9212486692311429,1.0,0.058285300976300455,0.93005010954233136
GREB1,12,1.0,0.9212486692311429,1.0,0.25586343006927276,0.93005010954233136
SPTA1,38,1.0,0.9212486692311429,1.0,0.011752197885091532,0.93780067637084941
SLC13A1,12,1.0,0.9212486692311429,1.0,0.44489934251165947,0.94001921261460475
CACNA1C,13,1.0,0.9212486692311429,1.0,0.091195246953702291,0.95013443591795321
TAF1L,19,1.0,0.9212486692311429,1.0,0.1873273381108867,0.95550729940703194
SPHKAP,24,1.0,0.9212486692311429,1.0,0.00316724803076041,0.96955701141141259
PCDHB10,12,1.0,0.9212486692311429,1.0,0.52047259384077649,0.99577021533803389
WNK1,15,1.0,0.92983931602570147,1.0,0.038979267601190096,0.92315584640137682
SALL1,10,1.0,0.94239689712731722,1.0,0.010313415565158168,0.89283905518661377
SPAG17,16,1.0,0.94239689712731722,1.0,0.031743376894663701,0.89283905518661377
EPHB1,12,1.0,0.94239689712731722,1.0,0.3916471665997579,0.89283905518661377
FAM5C,27,1.0,0.94239689712731722,1.0,0.071301835329056068,0.89953174073446962
FBN2,20,1.0,0.94239689712731722,1.0,0.038879384219898352,0.92315584640137682
FAM47A,14,1.0,0.94408758115739144,1.0,0.13986929273147525,0.89953174073446962
DMBT1,11,1.0,0.94562492291665556,1.0,0.0055859169848652013,0.89283905518661377
RYR1,24,1.0,0.94562492291665556,1.0,0.013483038435145171,0.90025417655498607
EPHA3,11,1.0,0.94562492291665556,1.0,0.17243638060226782,0.90025417655498607
C6orf97,12,1.0,0.94562492291665556,1.0,0.037941898057863091,0.90854186511171131
FN1,19,1.0,0.94562492291665556,1.0,0.12390155318196544,0.91024978237823673
C12orf51,13,1.0,0.94562492291665556,1.0,0.3962399464704654,0.92315584640137682
TEX15,12,1.0,0.94562492291665556,1.0,0.010313415565158168,0.92637595752191348
LPA,13,1.0,0.9457109586995387,1.0,0.013342645325040882,0.92315584640137682
ITPR2,13,1.0,0.94630423726205581,1.0,0.084161680816102286,0.89283905518661377
SCN1A,24,1.0,0.94630423726205581,1.0,0.0054174492833136897,0.89953174073446962
PDZRN4,9,1.0,0.94630423726205581,1.0,0.015262654803602456,0.89953174073446962
COL12A1,18,1.0,0.94630423726205581,1.0,0.058561463450945178,0.92315584640137682
OBSCN,19,1.0,0.9468216425541025,1.0,0.026371688385782684,0.89283905518661377
POTEE,11,1.0,0.9468216425541025,1.0,0.0023016886354686951,0.89953174073446962
DMD,30,1.0,0.9468216425541025,1.0,0.027541101249478908,0.89953174073446962
ZNF208,23,1.0,0.9468216425541025,1.0,0.029044368864609846,0.89953174073446962
REG1A,11,1.0,0.9468216425541025,1.0,0.042565663379721619,0.89953174073446962
POLQ,15,1.0,0.9468216425541025,1.0,0.043141912229633178,0.89953174073446962
DNAH5,29,1.0,0.9468216425541025,1.0,0.043270457592281174,0.89953174073446962
TDRD5,13,1.0,0.9468216425541025,1.0,0.079245380512515728,0.89953174073446962
MS4A14,13,1.0,0.9468216425541025,1.0,0.08807864413561213,0.89953174073446962
CACNA1E,16,1.0,0.9468216425541025,1.0,0.092143374414044202,0.89953174073446962
DOCK2,14,1.0,0.9468216425541025,1.0,0.10765276758578232,0.89953174073446962
SLC4A10,12,1.0,0.9468216425541025,1.0,0.38658789287334,0.89953174073446962
MYH4,19,1.0,0.9468216425541025,1.0,0.024037359551793664,0.90025417655498607
SSPO,22,1.0,0.9468216425541025,1.0,0.28335587833726861,0.90025417655498607
FSCB,17,1.0,0.9468216425541025,1.0,0.0045967588506459472,0.91024978237823673
BIRC6,22,1.0,0.9468216425541025,1.0,0.028109335481679369,0.91152958461896649
FLG,35,1.0,0.9468216425541025,1.0,0.023735316460532636,0.92637595752191348
ZNF676,16,1.0,0.9468216425541025,1.0,0.25065202651601554,0.92637595752191348
LPHN3,16,1.0,0.9468216425541025,1.0,0.036538109879905974,0.93005010954233136
GRM5,12,1.0,0.9468216425541025,1.0,0.086117337773703798,0.93005010954233136
NLRP4,13,1.0,0.9468216425541025,1.0,0.02857608193344879,0.95586950242320678
MYH8,21,1.0,0.9468216425541025,1.0,0.027694408084182592,0.96850812665653396
MDGA2,16,1.0,0.9468216425541025,1.0,0.012401369437626895,0.96955701141141259
FBN3,17,1.0,0.9468216425541025,1.0,0.037861782283244813,0.96955701141141259
MUC4,15,1.0,0.9468216425541025,1.0,0.46597765004778186,0.96955701141141259
COL6A6,18,1.0,0.9468216425541025,1.0,0.057321701021904592,0.97001845924525831
NBEA,12,1.0,0.9468216425541025,1.0,0.1322004651564572,0.97719958506257176
PPFIA2,15,1.0,0.9468216425541025,1.0,0.02857608193344879,0.98216716757840794
COL6A3,12,0.97168872632301972,0.9507982160985643,1.0,0.087002101475990037,0.89283905518661377
AKAP13,16,1.0,0.9507982160985643,1.0,0.4714740026300121,0.89283905518661377
HIVEP3,11,1.0,0.9507982160985643,1.0,0.24211940933076956,0.89953174073446962
ANKRD30A,21,1.0,0.9507982160985643,1.0,0.040905250844518362,0.97001845924525831
ITGA8,12,1.0,0.9507982160985643,1.0,0.048183815188552921,0.97719958506257176
LYST,14,1.0,0.95676657258632603,1.0,0.035802954804950674,0.89953174073446962
USP34,19,1.0,0.95676657258632603,1.0,0.017202447802267984,0.90854186511171131
ZFHX3,12,1.0,0.95676657258632603,1.0,0.057164864873163523,0.92637595752191348
CTNND2,14,1.0,0.95676657258632603,1.0,0.11619647606090266,0.93358450731515652
MYH15,16,1.0,0.95676657258632603,1.0,0.071301835329056068,0.94001921261460475
MCF2L2,13,1.0,0.95785245473995451,1.0,0.013342645325040882,0.97719958506257176
MUC16,75,1.0,0.95882237631850675,1.0,0.0055859169848652013,0.89953174073446962
ALMS1,19,1.0,0.95882237631850675,1.0,0.0065161388699798688,0.91024978237823673
USH2A,66,1.0,0.95882237631850675,1.0,0.00041956502073004593,0.95586950242320678
COL1A2,11,1.0,0.95882237631850675,1.0,0.14608456875553402,0.97719958506257176
PARD3B,11,1.0,0.9601098168334411,1.0,0.20955894300397029,0.89283905518661377
TNXB,13,1.0,0.9601098168334411,1.0,0.10698829299111977,0.91421028927698189
STAB2,20,1.0,0.9601098168334411,1.0,0.024015523042851462,0.93005010954233136
GP2,11,1.0,0.9601098168334411,1.0,0.055570492010269361,0.93005010954233136
ZFHX4,63,1.0,0.96226638547886378,1.0,0.012002266770829537,0.90854186511171131
OR4S2,11,1.0,0.96226638547886378,1.0,0.24461035755081836,0.97001845924525831
TMEM132D,19,1.0,0.96226638547886378,1.0,0.039801113143332428,0.97452300402843872
ZIC1,15,1.0,0.96226638547886378,1.0,0.25586343006927276,0.97542508710865883
SRRM2,12,1.0,0.96784691960389901,1.0,0.028109335481679369,0.90854186511171131
PCDH15,25,1.0,0.97127996661664684,1.0,0.0040958799628898418,0.94001921261460475
HERC1,10,1.0,0.97668872885540903,1.0,0.037891642594306774,0.91024978237823673
ADAMTS16,16,1.0,0.97668872885540903,1.0,0.056583904212262677,0.92315584640137682
PDZD2,15,1.0,0.97668872885540903,1.0,0.33817407286552298,0.92315584640137682
ZDBF2,15,1.0,0.97668872885540903,1.0,0.057166251470946228,0.96144660719342423
PCDH10,16,1.0,0.97668872885540903,1.0,0.47513727915936604,0.99577021533803389
EFCAB6,10,1.0,0.97668872885540903,1.0,0.25065202651601554,0.99586341169163206
PPFIA1,11,1.0,0.97877659152425855,1.0,0.3210716838638985,0.89953174073446962
MLL3,30,1.0,0.98219413692324387,1.0,0.012555072899163289,0.97001845924525831
GOLGB1,16,1.0,0.99014517409461256,1.0,0.00316724803076041,0.90025417655498607
NES,12,1.0,0.99014517409461256,1.0,0.026097952376167105,0.92084715648601001
SORCS3,15,1.0,0.99014517409461256,1.0,0.090988054662515694,0.92315584640137682
FAT3,23,1.0,0.99014517409461256,1.0,0.086594599721522919,0.93005010954233136
AHNAK,23,1.0,0.99014517409461256,1.0,0.19207987938583518,0.95073166083734506
RYR3,39,1.0,0.99014517409461256,1.0,0.012382704553160203,0.96144660719342423
KIRREL2,11,1.0,0.99014517409461256,1.0,0.033026352535621403,0.98799942397638785
UNC13A,12,1.0,0.99014517409461256,1.0,0.045423378197312403,0.99586341169163206
RTN1,11,1.0,0.99200106145373934,1.0,0.011752197885091532,0.89953174073446962
DLG2,12,1.0,0.99200106145373934,1.0,0.046802253744948438,0.89953174073446962
RGS7,12,1.0,0.99200106145373934,1.0,0.093249279719223685,0.90086567287299424
WBSCR17,11,0.9467782328576313,0.99200106145373934,1.0,0.40650740624174569,0.91024978237823673
LILRA2,11,1.0,0.99200106145373934,1.0,0.15259196331480043,0.91024978237823673
DPPA4,12,1.0,0.99200106145373934,1.0,0.061591423921410565,0.91152958461896649
SLITRK5,14,1.0,0.99200106145373934,1.0,0.0023016886354686951,0.91309252147125863
PLXNA4,19,1.0,0.99200106145373934,1.0,0.082887367509920803,0.92315584640137682
MYO18B,17,1.0,0.99200106145373934,1.0,0.0055859169848652013,0.92637595752191348
HEATR7B2,26,1.0,0.99200106145373934,1.0,0.056583904212262677,0.93005010954233136
OR2T4,14,1.0,0.99200106145373934,1.0,0.11765525696163728,0.93005010954233136
COL24A1,18,1.0,0.99200106145373934,1.0,0.00057522328190802972,0.93247604776823967
TPR,18,1.0,0.99200106145373934,1.0,0.0025835225193794401,0.93247604776823967
SELP,11,1.0,0.99200106145373934,1.0,0.015142094063105691,0.94001921261460475
SLC8A1,15,1.0,0.99200106145373934,1.0,0.023735316460532636,0.94001921261460475
OR2T33,11,1.0,0.99200106145373934,1.0,0.042565663379721619,0.94703002204836095
CNGB3,17,1.0,0.99200106145373934,1.0,0.10105876307759404,0.94881522731574564
ADCY8,14,1.0,0.99200106145373934,1.0,0.0055859169848652013,0.95586950242320678
OR4A15,14,1.0,0.99200106145373934,1.0,0.0073772164254088633,0.95586950242320678
F5,17,1.0,0.99200106145373934,1.0,0.010249331387764415,0.96144660719342423
ASTN2,18,1.0,0.99200106145373934,1.0,0.044699186296410461,0.96144660719342423
TIAM1,11,1.0,0.99200106145373934,1.0,0.034164702796405134,0.96779890601645491
BAI3,22,1.0,0.99200106145373934,1.0,0.011752197885091532,0.96955701141141259
TTC21B,11,1.0,0.99200106145373934,1.0,0.022485205367458478,0.96955701141141259
CPS1,24,1.0,0.99200106145373934,1.0,0.036795108674547418,0.96955701141141259
BCHE,13,1.0,0.99200106145373934,1.0,0.17243638060226782,0.96955701141141259
PRIM2,15,1.0,0.99200106145373934,1.0,0.34671403601404971,0.96955701141141259
SPTBN4,13,1.0,0.99200106145373934,1.0,0.70449124446962019,0.96955701141141259
GRM8,11,1.0,0.99200106145373934,1.0,0.043141912229633178,0.97001845924525831
VPS13A,15,1.0,0.99200106145373934,1.0,0.20095001021919368,0.97001845924525831
MUC2,11,1.0,0.99200106145373934,1.0,0.10222569238518189,0.97263102034437254
FLG2,16,1.0,0.99200106145373934,1.0,0.10515334267280654,0.97399829449128705
ODZ4,13,1.0,0.99200106145373934,1.0,0.2029478591884058,0.97452300402843872
CRB1,22,1.0,0.99200106145373934,1.0,0.014072255596902483,0.97542508710865883
WDR17,18,1.0,0.99200106145373934,1.0,0.038979267601190096,0.97542508710865883
NLRP5,14,1.0,0.99200106145373934,1.0,0.73790480719970331,0.97542508710865883
DSCAML1,12,1.0,0.99200106145373934,1.0,0.056583904212262677,0.97719958506257176
MYH7,12,1.0,0.99200106145373934,1.0,0.99996391492938119,0.97719958506257176
LRRTM4,12,1.0,0.99200106145373934,1.0,0.12390155318196544,0.98799942397638785
HDAC9,14,1.0,0.99200106145373934,1.0,0.034164702796405134,0.99420782922262052
GRID2,13,1.0,0.99200106145373934,1.0,0.11482150235908244,0.99577021533803389
FLJ46321,11,1.0,0.99200106145373934,1.0,0.086849643162688436,0.99586341169163206
COL7A1,14,1.0,0.99200106145373934,1.0,0.12390155318196544,0.99586341169163206
KDR,12,1.0,0.99200106145373934,1.0,0.23297384880180672,0.99586341169163206
SCN7A,14,1.0,0.99742909949628955,1.0,0.02857608193344879,0.97001845924525831
ZNF521,10,1.0,0.99797591618105463,1.0,0.045658167163485801,0.96955701141141259
CCDC141,15,1.0,0.99797591618105463,1.0,0.10638799936791891,0.96955701141141259
HERC2,24,1.0,0.99797591618105463,1.0,0.15030277066441305,0.97542508710865883
POTEA,12,1.0,0.99797591618105463,1.0,0.36786235523373267,0.97542508710865883
DOCK11,11,1.0,0.99797591618105463,1.0,0.19207987938583518,0.99586341169163206
DUSP27,11,1.0,0.99797591618105463,1.0,0.28761879435707266,0.99586341169163206
