bcr_sample_barcode	bcr_analyte_barcode	experimental_protocol_type	protocol_file_name	protocol_name
TCGA-CV-A6JN-01A	TCGA-CV-A6JN-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-A6JN-10A	TCGA-CV-A6JN-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-A6JT-01A	TCGA-CV-A6JT-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-A6JT-01A	TCGA-CV-A6JT-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-A6JT-10A	TCGA-CV-A6JT-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-A6JU-01A	TCGA-CV-A6JU-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-A6JU-01A	TCGA-CV-A6JU-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-A6JU-10A	TCGA-CV-A6JU-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-A6JY-01A	TCGA-CV-A6JY-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-A6JY-01A	TCGA-CV-A6JY-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-A6JY-10A	TCGA-CV-A6JY-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-A6JZ-01A	TCGA-CV-A6JZ-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-A6JZ-01A	TCGA-CV-A6JZ-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-A6JZ-10A	TCGA-CV-A6JZ-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-A6K0-01B	TCGA-CV-A6K0-01B-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-A6K0-01B	TCGA-CV-A6K0-01B-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-A6K0-10A	TCGA-CV-A6K0-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-A6K1-01A	TCGA-CV-A6K1-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-A6K1-01A	TCGA-CV-A6K1-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-A6K1-10A	TCGA-CV-A6K1-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CV-A6K2-01A	TCGA-CV-A6K2-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CV-A6K2-01A	TCGA-CV-A6K2-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CV-A6K2-10A	TCGA-CV-A6K2-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-CX-7082-01A	TCGA-CX-7082-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CX-7082-01A	TCGA-CX-7082-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CX-7082-01A	TCGA-CX-7082-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CX-7082-10A	TCGA-CX-7082-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-CX-7082-10A	TCGA-CX-7082-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CX-7085-01A	TCGA-CX-7085-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CX-7085-01A	TCGA-CX-7085-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CX-7085-01A	TCGA-CX-7085-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-CX-7085-10A	TCGA-CX-7085-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-CX-7085-10A	TCGA-CX-7085-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CX-7086-01A	TCGA-CX-7086-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CX-7086-01A	TCGA-CX-7086-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CX-7086-01A	TCGA-CX-7086-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CX-7086-10D	TCGA-CX-7086-10D-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-CX-7086-10D	TCGA-CX-7086-10D-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CX-7219-01A	TCGA-CX-7219-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CX-7219-01A	TCGA-CX-7219-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CX-7219-01A	TCGA-CX-7219-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CX-7219-10A	TCGA-CX-7219-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-CX-7219-10A	TCGA-CX-7219-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-CX-A4AQ-01A	TCGA-CX-A4AQ-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CX-A4AQ-01A	TCGA-CX-A4AQ-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-CX-A4AQ-01A	TCGA-CX-A4AQ-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-CX-A4AQ-10A	TCGA-CX-A4AQ-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-CX-A4AQ-10A	TCGA-CX-A4AQ-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6515-01A	TCGA-D6-6515-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-6515-01A	TCGA-D6-6515-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-6515-01A	TCGA-D6-6515-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6515-10A	TCGA-D6-6515-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-6515-10A	TCGA-D6-6515-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6516-01A	TCGA-D6-6516-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-6516-01A	TCGA-D6-6516-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-6516-01A	TCGA-D6-6516-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6516-10A	TCGA-D6-6516-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-6516-10A	TCGA-D6-6516-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6517-01A	TCGA-D6-6517-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-6517-01A	TCGA-D6-6517-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-6517-01A	TCGA-D6-6517-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6517-10A	TCGA-D6-6517-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-6517-10A	TCGA-D6-6517-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6823-01A	TCGA-D6-6823-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-6823-01A	TCGA-D6-6823-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-6823-01A	TCGA-D6-6823-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6823-10A	TCGA-D6-6823-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-6823-10A	TCGA-D6-6823-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6824-01A	TCGA-D6-6824-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-6824-01A	TCGA-D6-6824-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-6824-01A	TCGA-D6-6824-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6824-10A	TCGA-D6-6824-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-6824-10A	TCGA-D6-6824-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6825-01A	TCGA-D6-6825-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-6825-01A	TCGA-D6-6825-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-6825-01A	TCGA-D6-6825-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6825-10A	TCGA-D6-6825-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-6825-10A	TCGA-D6-6825-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6826-01A	TCGA-D6-6826-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-6826-01A	TCGA-D6-6826-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-6826-01A	TCGA-D6-6826-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6826-10A	TCGA-D6-6826-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-6826-10A	TCGA-D6-6826-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6827-01A	TCGA-D6-6827-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-6827-01A	TCGA-D6-6827-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-6827-01A	TCGA-D6-6827-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-6827-10A	TCGA-D6-6827-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-6827-10A	TCGA-D6-6827-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-8568-01A	TCGA-D6-8568-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-8568-01A	TCGA-D6-8568-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-8568-01A	TCGA-D6-8568-01A-11W	Repli-G X	[Not Available]	[Not Available]
TCGA-D6-8568-10A	TCGA-D6-8568-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-8568-10A	TCGA-D6-8568-10A-01W	Repli-G X	[Not Available]	[Not Available]
TCGA-D6-8569-01A	TCGA-D6-8569-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-8569-01A	TCGA-D6-8569-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-8569-01A	TCGA-D6-8569-01A-11W	Repli-G X	[Not Available]	[Not Available]
TCGA-D6-8569-10A	TCGA-D6-8569-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-D6-8569-10A	TCGA-D6-8569-10A-01W	Repli-G X	[Not Available]	[Not Available]
TCGA-D6-A4Z9-01A	TCGA-D6-A4Z9-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A4Z9-01A	TCGA-D6-A4Z9-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-A4Z9-01A	TCGA-D6-A4Z9-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-A4Z9-10A	TCGA-D6-A4Z9-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A4Z9-10A	TCGA-D6-A4Z9-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-A4ZB-01A	TCGA-D6-A4ZB-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A4ZB-01A	TCGA-D6-A4ZB-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-A4ZB-01A	TCGA-D6-A4ZB-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-A4ZB-10A	TCGA-D6-A4ZB-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A4ZB-10A	TCGA-D6-A4ZB-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-D6-A6EK-01A	TCGA-D6-A6EK-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EK-01A	TCGA-D6-A6EK-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-A6EK-10A	TCGA-D6-A6EK-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EM-01A	TCGA-D6-A6EM-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EM-01A	TCGA-D6-A6EM-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-A6EM-10A	TCGA-D6-A6EM-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EN-01A	TCGA-D6-A6EN-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EN-01A	TCGA-D6-A6EN-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-A6EN-10A	TCGA-D6-A6EN-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EO-01A	TCGA-D6-A6EO-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EO-01A	TCGA-D6-A6EO-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-A6EO-10A	TCGA-D6-A6EO-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EP-01A	TCGA-D6-A6EP-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EP-01A	TCGA-D6-A6EP-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-A6EP-10A	TCGA-D6-A6EP-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EQ-01A	TCGA-D6-A6EQ-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6EQ-01A	TCGA-D6-A6EQ-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-A6EQ-10A	TCGA-D6-A6EQ-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6ES-01A	TCGA-D6-A6ES-01A-12D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-D6-A6ES-01A	TCGA-D6-A6ES-01A-12R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-D6-A6ES-10A	TCGA-D6-A6ES-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-5624-01A	TCGA-DQ-5624-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-5624-01A	TCGA-DQ-5624-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-5624-01A	TCGA-DQ-5624-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-5624-10A	TCGA-DQ-5624-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-DQ-5624-10A	TCGA-DQ-5624-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-5625-01A	TCGA-DQ-5625-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-5625-01A	TCGA-DQ-5625-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-5625-01A	TCGA-DQ-5625-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-5625-10A	TCGA-DQ-5625-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-DQ-5625-10A	TCGA-DQ-5625-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-5629-01A	TCGA-DQ-5629-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-5629-01A	TCGA-DQ-5629-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-5629-01A	TCGA-DQ-5629-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-5629-10A	TCGA-DQ-5629-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-DQ-5629-10A	TCGA-DQ-5629-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-5630-01A	TCGA-DQ-5630-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-5630-01A	TCGA-DQ-5630-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-5630-01A	TCGA-DQ-5630-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-5630-10A	TCGA-DQ-5630-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-DQ-5630-10A	TCGA-DQ-5630-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-5631-01A	TCGA-DQ-5631-01A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-5631-01A	TCGA-DQ-5631-01A-01R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-5631-01A	TCGA-DQ-5631-01A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-5631-10A	TCGA-DQ-5631-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-DQ-5631-10A	TCGA-DQ-5631-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7588-01A	TCGA-DQ-7588-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-7588-01A	TCGA-DQ-7588-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-7588-01A	TCGA-DQ-7588-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7588-10B	TCGA-DQ-7588-10B-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-DQ-7588-10B	TCGA-DQ-7588-10B-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7589-01A	TCGA-DQ-7589-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-7589-01A	TCGA-DQ-7589-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-7589-01A	TCGA-DQ-7589-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7589-10C	TCGA-DQ-7589-10C-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-DQ-7589-10C	TCGA-DQ-7589-10C-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7590-01A	TCGA-DQ-7590-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-7590-01A	TCGA-DQ-7590-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-7590-01A	TCGA-DQ-7590-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7590-10D	TCGA-DQ-7590-10D-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-DQ-7590-10D	TCGA-DQ-7590-10D-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7591-01A	TCGA-DQ-7591-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-7591-01A	TCGA-DQ-7591-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-7591-01A	TCGA-DQ-7591-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7591-10A	TCGA-DQ-7591-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-DQ-7591-10A	TCGA-DQ-7591-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7592-01A	TCGA-DQ-7592-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-7592-01A	TCGA-DQ-7592-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-7592-01A	TCGA-DQ-7592-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7592-10A	TCGA-DQ-7592-10A-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-DQ-7592-10A	TCGA-DQ-7592-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7593-01A	TCGA-DQ-7593-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-7593-01A	TCGA-DQ-7593-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-7593-01A	TCGA-DQ-7593-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7593-10D	TCGA-DQ-7593-10D-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-DQ-7593-10D	TCGA-DQ-7593-10D-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7594-01A	TCGA-DQ-7594-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-7594-01A	TCGA-DQ-7594-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-7594-01A	TCGA-DQ-7594-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7594-10D	TCGA-DQ-7594-10D-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-DQ-7594-10D	TCGA-DQ-7594-10D-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7595-01A	TCGA-DQ-7595-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-7595-01A	TCGA-DQ-7595-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-7595-01A	TCGA-DQ-7595-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7595-10D	TCGA-DQ-7595-10D-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-DQ-7595-10D	TCGA-DQ-7595-10D-01W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7596-01A	TCGA-DQ-7596-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-DQ-7596-01A	TCGA-DQ-7596-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-DQ-7596-01A	TCGA-DQ-7596-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-DQ-7596-10D	TCGA-DQ-7596-10D-01D	Pre-extracted DNA received by TSS	[Not Available]	[Not Available]
TCGA-DQ-7596-10D	TCGA-DQ-7596-10D-01W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-7848-01A	TCGA-F7-7848-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-7848-01A	TCGA-F7-7848-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-F7-7848-01A	TCGA-F7-7848-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-7848-10A	TCGA-F7-7848-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-F7-7848-10A	TCGA-F7-7848-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-8298-01A	TCGA-F7-8298-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-8298-01A	TCGA-F7-8298-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-F7-8298-01A	TCGA-F7-8298-01A-11W	Repli-G X	[Not Available]	[Not Available]
TCGA-F7-8298-10A	TCGA-F7-8298-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-F7-8298-10A	TCGA-F7-8298-10A-01W	Repli-G X	[Not Available]	[Not Available]
TCGA-F7-8489-01A	TCGA-F7-8489-01A-31D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-8489-01A	TCGA-F7-8489-01A-31R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-F7-8489-01A	TCGA-F7-8489-01A-31W	Repli-G X	[Not Available]	[Not Available]
TCGA-F7-8489-10A	TCGA-F7-8489-10A-01D	Chemical Lysis DNA Extraction	[Not Available]	[Not Available]
TCGA-F7-8489-10A	TCGA-F7-8489-10A-01W	Repli-G X	[Not Available]	[Not Available]
TCGA-F7-A50G-01A	TCGA-F7-A50G-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A50G-01A	TCGA-F7-A50G-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-F7-A50G-01A	TCGA-F7-A50G-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-A50G-10A	TCGA-F7-A50G-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A50G-10A	TCGA-F7-A50G-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-A50I-01A	TCGA-F7-A50I-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A50I-01A	TCGA-F7-A50I-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-F7-A50I-01A	TCGA-F7-A50I-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-A50I-10A	TCGA-F7-A50I-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A50J-01A	TCGA-F7-A50J-01A-21D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A50J-01A	TCGA-F7-A50J-01A-21R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-F7-A50J-01A	TCGA-F7-A50J-01A-21W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-A50J-10A	TCGA-F7-A50J-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A61S-01A	TCGA-F7-A61S-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A61S-01A	TCGA-F7-A61S-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-F7-A61S-01A	TCGA-F7-A61S-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-A61S-10A	TCGA-F7-A61S-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A61S-10A	TCGA-F7-A61S-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-A61V-01A	TCGA-F7-A61V-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A61V-01A	TCGA-F7-A61V-01A-11R	mirVana (Allprep DNA) RNA	[Not Available]	[Not Available]
TCGA-F7-A61V-01A	TCGA-F7-A61V-01A-11W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-A61V-10A	TCGA-F7-A61V-10A-01D	aDNA Preparation Type	[Not Available]	[Not Available]
TCGA-F7-A61V-10A	TCGA-F7-A61V-10A-01W	Repli-G	[Not Available]	[Not Available]
TCGA-F7-A61W-01A	TCGA-F7-A61W-01A-11D	aDNA Preparation Type	[Not Available]	[Not Available]
